#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)"
214,3/12/19 18:45,11.66,8.46,,N/A
215,3/12/19 18:55,11.67,8.44,,N/A
216,3/12/19 19:05,11.67,8.44,,N/A
217,3/12/19 19:15,11.68,8.44,,N/A
218,3/12/19 19:25,11.67,8.44,,N/A
219,3/12/19 19:35,11.66,8.44,,N/A
220,3/12/19 19:45,11.67,8.44,,N/A
221,3/12/19 19:55,11.66,8.44,,N/A
222,3/12/19 20:05,11.67,8.44,,N/A
223,3/12/19 20:15,11.66,8.44,,N/A
224,3/12/19 20:25,11.67,8.44,,N/A
225,3/12/19 20:35,11.66,8.42,,N/A
226,3/12/19 20:45,11.67,8.42,,N/A
227,3/12/19 20:55,11.68,8.42,,N/A
228,3/12/19 21:05,11.67,8.42,,N/A
229,3/12/19 21:15,11.66,8.4,,N/A
230,3/12/19 21:25,11.65,8.4,,N/A
231,3/12/19 21:35,11.66,8.4,,N/A
232,3/12/19 21:45,11.64,8.38,,N/A
233,3/12/19 21:55,11.65,8.38,,N/A
234,3/12/19 22:05,11.66,8.38,,N/A
235,3/12/19 22:15,11.67,8.38,,N/A
236,3/12/19 22:25,11.67,8.38,,N/A
237,3/12/19 22:35,11.67,8.38,,N/A
238,3/12/19 22:45,11.67,8.38,,N/A
239,3/12/19 22:55,11.68,8.38,,N/A
240,3/12/19 23:05,11.67,8.38,,N/A
241,3/12/19 23:15,11.68,8.38,,N/A
242,3/12/19 23:25,11.7,8.38,,N/A
243,3/12/19 23:35,11.67,8.38,,N/A
244,3/12/19 23:45,11.68,8.38,,N/A
245,3/12/19 23:55,11.68,8.38,,N/A
246,3/13/19 0:05,11.71,8.38,,N/A
247,3/13/19 0:15,11.71,8.38,,N/A
248,3/13/19 0:25,11.68,8.38,,N/A
249,3/13/19 0:35,11.71,8.38,,N/A
250,3/13/19 0:45,11.72,8.36,,N/A
251,3/13/19 0:55,11.71,8.36,,N/A
252,3/13/19 1:05,11.71,8.36,,N/A
253,3/13/19 1:15,11.7,8.36,,N/A
254,3/13/19 1:25,11.72,8.36,,N/A
255,3/13/19 1:35,11.71,8.34,,N/A
256,3/13/19 1:45,11.71,8.34,,N/A
257,3/13/19 1:55,11.72,8.34,,N/A
258,3/13/19 2:05,11.73,8.34,,N/A
259,3/13/19 2:15,11.74,8.34,,N/A
