"Plot Title: 20432184_TidbiTV2_Logger2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20432184, SEN S/N: 20432184)","Coupler Detached (LGR S/N: 20432184)","Coupler Attached (LGR S/N: 20432184)","Stopped (LGR S/N: 20432184)","End Of File (LGR S/N: 20432184)"
373,11/29/18 03:04:08 AM,11.224,,,,
374,11/29/18 03:14:08 AM,11.224,,,,
375,11/29/18 03:24:08 AM,11.224,,,,
376,11/29/18 03:34:08 AM,11.224,,,,
377,11/29/18 03:44:08 AM,11.224,,,,
378,11/29/18 03:54:08 AM,11.224,,,,
379,11/29/18 04:04:08 AM,11.224,,,,
380,11/29/18 04:14:08 AM,11.224,,,,
381,11/29/18 04:24:08 AM,11.224,,,,
382,11/29/18 04:34:08 AM,11.224,,,,
383,11/29/18 04:44:08 AM,11.224,,,,
384,11/29/18 04:54:08 AM,11.224,,,,
385,11/29/18 05:04:08 AM,11.248,,,,
386,11/29/18 05:14:08 AM,11.248,,,,
387,11/29/18 05:24:08 AM,11.248,,,,
388,11/29/18 05:34:08 AM,11.248,,,,
389,11/29/18 05:44:08 AM,11.248,,,,
390,11/29/18 05:54:08 AM,11.248,,,,
391,11/29/18 06:04:08 AM,11.248,,,,
392,11/29/18 06:14:08 AM,11.248,,,,
393,11/29/18 06:24:08 AM,11.248,,,,
394,11/29/18 06:34:08 AM,11.248,,,,
395,11/29/18 06:44:08 AM,11.248,,,,
396,11/29/18 06:54:08 AM,11.248,,,,
397,11/29/18 07:04:08 AM,11.248,,,,
398,11/29/18 07:14:08 AM,11.273,,,,
399,11/29/18 07:24:08 AM,11.273,,,,
400,11/29/18 07:34:08 AM,11.273,,,,
401,11/29/18 07:44:08 AM,11.273,,,,
402,11/29/18 07:54:08 AM,11.273,,,,
403,11/29/18 08:04:08 AM,11.273,,,,
404,11/29/18 08:14:08 AM,11.273,,,,
405,11/29/18 08:24:08 AM,11.273,,,,
406,11/29/18 08:34:08 AM,11.273,,,,
407,11/29/18 08:44:08 AM,11.273,,,,
408,11/29/18 08:54:08 AM,11.273,,,,
409,11/29/18 09:04:08 AM,11.273,,,,
410,11/29/18 09:14:08 AM,11.273,,,,
411,11/29/18 09:24:08 AM,11.273,,,,
412,11/29/18 09:34:08 AM,11.273,,,,
413,11/29/18 09:44:08 AM,11.273,,,,
414,11/29/18 09:54:08 AM,11.273,,,,
415,11/29/18 10:04:08 AM,11.297,,,,
416,11/29/18 10:14:08 AM,11.297,,,,
417,11/29/18 10:24:08 AM,11.297,,,,
418,11/29/18 10:34:08 AM,11.321,,,,
419,11/29/18 10:44:08 AM,11.321,,,,
420,11/29/18 10:54:08 AM,11.321,,,,
421,11/29/18 11:04:08 AM,11.321,,,,
422,11/29/18 11:14:08 AM,11.321,,,,
423,11/29/18 11:24:08 AM,11.321,,,,
424,11/29/18 11:34:08 AM,11.321,,,,
425,11/29/18 11:44:08 AM,11.321,,,,
426,11/29/18 11:54:08 AM,11.321,,,,
427,11/29/18 12:04:08 PM,11.321,,,,
428,11/29/18 12:14:08 PM,11.321,,,,
429,11/29/18 12:24:08 PM,11.321,,,,
430,11/29/18 12:34:08 PM,11.321,,,,
431,11/29/18 12:44:08 PM,11.321,,,,
432,11/29/18 12:54:08 PM,11.321,,,,
433,11/29/18 01:04:08 PM,11.321,,,,
434,11/29/18 01:14:08 PM,11.321,,,,
435,11/29/18 01:24:08 PM,11.321,,,,
436,11/29/18 01:34:08 PM,11.321,,,,
437,11/29/18 01:44:08 PM,11.346,,,,
438,11/29/18 01:54:08 PM,11.346,,,,
439,11/29/18 02:04:08 PM,11.346,,,,
440,11/29/18 02:14:08 PM,11.346,,,,
441,11/29/18 02:24:08 PM,11.346,,,,
442,11/29/18 02:34:08 PM,11.346,,,,
443,11/29/18 02:44:08 PM,11.370,,,,
444,11/29/18 02:54:08 PM,11.370,,,,
